-5 -0.191785
-4.89899 -0.20058
-4.79798 -0.207658
-4.69697 -0.212878
-4.59596 -0.216109
-4.49495 -0.217233
-4.39394 -0.216144
-4.29293 -0.212747
-4.19192 -0.206966
-4.09091 -0.198738
-3.9899 -0.188015
-3.88889 -0.174769
-3.78788 -0.158988
-3.68687 -0.140676
-3.58586 -0.119858
-3.48485 -0.0965766
-3.38384 -0.0708909
-3.28283 -0.0428797
-3.18182 -0.0126389
-3.08081 0.0197179
-2.9798 0.0540606
-2.87879 0.0902429
-2.77778 0.128103
-2.67677 0.167466
-2.57576 0.208141
-2.47475 0.249929
-2.37374 0.292616
-2.27273 0.335983
-2.17172 0.379799
-2.07071 0.423829
-1.9697 0.467833
-1.86869 0.511567
-1.76768 0.554786
-1.66667 0.597245
-1.56566 0.638701
-1.46465 0.678916
-1.36364 0.717654
-1.26263 0.754689
-1.16162 0.789802
-1.06061 0.822786
-0.959596 0.853442
-0.858586 0.881588
-0.757576 0.907054
-0.656566 0.929686
-0.555556 0.949348
-0.454545 0.965919
-0.353535 0.979299
-0.252525 0.989406
-0.151515 0.996178
-0.0505051 0.999575
0.0505051 0.999575
0.151515 0.996178
0.252525 0.989406
0.353535 0.979299
0.454545 0.965919
0.555556 0.949348
0.656566 0.929686
0.757576 0.907054
0.858586 0.881588
0.959596 0.853442
1.06061 0.822786
1.16162 0.789802
1.26263 0.754689
1.36364 0.717654
1.46465 0.678916
1.56566 0.638701
1.66667 0.597245
1.76768 0.554786
1.86869 0.511567
1.9697 0.467833
2.07071 0.423829
2.17172 0.379799
2.27273 0.335983
2.37374 0.292616
2.47475 0.249929
2.57576 0.208141
2.67677 0.167466
2.77778 0.128103
2.87879 0.0902429
2.9798 0.0540606
3.08081 0.0197179
3.18182 -0.0126389
3.28283 -0.0428797
3.38384 -0.0708909
3.48485 -0.0965766
3.58586 -0.119858
3.68687 -0.140676
3.78788 -0.158988
3.88889 -0.174769
3.9899 -0.188015
4.09091 -0.198738
4.19192 -0.206966
4.29293 -0.212747
4.39394 -0.216144
4.49495 -0.217233
4.59596 -0.216109
4.69697 -0.212878
4.79798 -0.207658
4.89899 -0.20058
5 -0.191785
